Billed_Qty,Product_MRP,Offtake_unit,Product_Cost,Profit_Margin,Category
60,133,15,82.05,164.416,A
40,171,10,116.03,164.1856,A
30,684,30,440.54,164.1628,A
30,684,30,440.54,164.1628,A
30,684,30,440.54,164.1628,A
30,684,30,440.54,164.1628,A
60,170.75,15,115.87,163.9024,A
5,136.53,1,92.64,163.866,A
5,136.53,1,92.64,163.866,A
1,682.44,1,463.08,163.7904,A
1,682.44,1,463.08,163.7904,A
20,223.35,10,126.3,163.788,A
1,279,1,102.9,163.752,A
20,341,10,231.39,163.6864,A
20,341,10,231.39,163.6864,A
4,55,1,12.57,163.6864,A
101,225,50,137.2,163.4988,A
30,227,10,154.03,163.4592,A
30,227,10,154.03,163.4592,A
30,227,10,154.03,163.4592,A
1,1020,1,726.1,163.202,A
1,1020,1,726.1,163.202,A
1,1020,1,726.1,163.202,A
1,1020,1,726.1,163.202,A
60,170,15,115.36,163.1872,A
20,340,10,230.72,163.1872,A
30,277,15,174.48,163.1648,A
30,277,15,174.48,163.1648,A
30,277,15,174.48,163.1648,A
1,585,1,376.78,163.0064,A
1,679,1,460.75,162.96,A
30,226,10,153.35,162.744,A
30,226,10,153.36,162.7104,A
40,169.5,10,115.02,162.7104,A
1,677.6,1,459.8,162.624,A
40,195,10,130.82,162.5296,A
15,677,15,436.03,162.4846,A
15,677,15,436.03,162.4846,A
30,338.5,15,218.02,162.4728,A
30,175.18,10,108.07,162.4248,A
1,700,1,455.6,162.392,A
50,105,10,64.77,162.288,A
30,338,15,217.69,162.2516,A
2,337.59,1,229.08,162.0408,A
30,225,10,152.67,162.0288,A
1,675,1,458.03,162.0064,A
45,450,30,305.36,161.9952,A
100,225,50,137.2,161.88,A
100,225,50,137.2,161.88,A
100,225,50,137.2,161.88,A
100,225,50,137.2,161.88,A
100,225,50,137.2,161.88,A
2,400,1,285,161.6,A
2,400,1,285,161.6,A
30,224,10,152,161.28,A
34,121,10,65.69,161.25248,A
20,399,10,284.29,161.1904,A
20,399,10,284.29,161.1904,A
15,350.26,15,168.87,161.1256,A
30,335.62,15,227.74,161.1024,A
30,110,10,47.73,161.0358,A
30,110,10,47.73,161.0358,A
30,334.9,15,227.25,160.76,A
4,127.17,1,77.67,160.7184,A
40,130,10,76.12,160.7136,A
30,223.1,10,151.39,160.6296,A
30,223.1,10,151.39,160.6296,A
30,223.1,10,151.39,160.6296,A
150,66.9,15,45.4,160.52,A
30,345.95,15,237.23,160.5048,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
1,794,1,603.44,160.388,A
40,167,10,113.33,160.2816,A
1,1335,1,995.59,160.2038,A
30,222.41,10,150.92,160.1388,A
30,222.41,10,150.92,160.1388,A
30,222.41,10,150.92,160.1388,A
60,111.2,10,75.46,160.1088,A
30,345,15,236.57,160.0832,A
20,400,10,285.71,160.0096,A
20,400,10,285.71,160.0096,A
4,172.42,1,118.23,160.0096,A
10,666,10,482.05,159.8475,A
20,333,10,225.97,159.8272,A
20,333,10,225.97,159.8272,A
30,158.8,10,94.29,159.5856,A
30,687.75,30,471.6,159.558,A
30,687.75,30,471.6,159.558,A
30,257.4,15,158.79,159.1104,A
30,257.4,15,158.79,159.1104,A
2,331.1,1,224.68,158.9168,A
1,685,1,469.72,158.9136,A
1,662,1,426.38,158.8716,A
1,662,1,426.38,158.8716,A
1,662,1,426.38,158.8716,A
10,397,10,212.72,158.7536,A
4,131.3,1,81.84,158.5568,A
10,660.66,10,448.31,158.5528,A
10,660.66,10,448.31,158.5528,A
10,660.66,10,448.31,158.5528,A
30,220.1,10,149.35,158.484,A
1,176,1,15.68,158.4384,A
1,176,1,15.68,158.4384,A
1,176,1,15.68,158.4384,A
1,176,1,15.68,158.4384,A
1,176,1,15.68,158.4384,A
30,220,10,141.69,158.4174,A
4,165,1,106.27,158.4056,A
2,660,2,447.86,158.3968,A
1,660,1,425.09,158.3938,A
1,660,1,425.09,158.3938,A
60,165,15,111.97,158.3744,A
60,165,15,111.97,158.3744,A
60,165,15,111.97,158.3744,A
60,165,15,111.97,158.3744,A
2,330,1,223.96,158.3296,A
15,658.52,15,446.85,158.048,A
10,500,10,305.35,158.008,A
10,500,10,305.35,158.008,A
30,329,15,223.25,157.92,A
30,329,15,223.25,157.92,A
10,658,10,446.5,157.92,A
2,329,1,223.25,157.92,A
10,658,10,446.5,157.92,A
10,658,10,446.5,157.92,A
10,658,10,446.5,157.92,A
10,658,10,446.5,157.92,A
10,658,10,446.5,157.92,A
10,658,10,446.5,157.92,A
10,658,10,446.5,157.92,A
40,170,10,116.57,157.7664,A
2,328.5,1,222.91,157.6816,A
2,328.5,1,222.91,157.6816,A
2,328.5,1,222.91,157.6816,A
2,328.5,1,222.91,157.6816,A
2,328.5,1,222.91,157.6816,A
2,328.5,1,222.91,157.6816,A
14,469,10,318.25,157.584,A
1,650,1,439.66,157.5808,A
1,650,1,439.66,157.5808,A
1,656.52,1,445.49,157.5712,A
1,656.52,1,445.49,157.5712,A
30,180,10,113.82,157.5648,A
30,390,15,263.75,157.55,A
30,218.81,10,148.49,157.5036,A
30,218.7,10,148.4,157.476,A
30,218.7,10,148.4,157.476,A
20,39.3,1,28.07,157.232,A
2,327.5,1,222.23,157.2048,A
2,327.5,1,222.23,157.2048,A
2,327.5,1,222.23,157.2048,A
1,655,1,444.47,157.1936,A
1,655,1,444.47,157.1936,A
1,655,1,444.47,157.1936,A
1,655,1,444.47,157.1936,A
2,389,1,295.64,157.156,A
30,218,10,147.92,156.9888,A
30,218,10,147.92,156.9888,A
30,218,10,147.92,156.9888,A
30,218,10,147.92,156.9888,A
2,159,1,71.88,156.9888,A
3,218,1,140.41,156.9486,A
60,109,10,73.97,156.9216,A
60,109,10,73.97,156.9216,A
2,159,1,71.91,156.9216,A
30,326.7,15,221.69,156.8144,A
30,326.7,15,221.69,156.8144,A
4,163.35,1,110.85,156.792,A
30,253.25,15,156.23,156.5448,A
30,326,15,221.22,156.4672,A
40,163,10,110.61,156.4672,A
1,774.4,1,588.54,156.433,A
1,774.4,1,588.54,156.433,A
1,774.4,1,588.54,156.433,A
1,774.4,1,588.54,156.433,A
1,774.4,1,588.54,156.433,A
1,774.4,1,588.54,156.433,A
1,651.5,1,419.62,156.3484,A
1,651.5,1,419.62,156.3484,A
45,217,15,147.25,156.24,A
10,651,10,441.75,156.24,A
10,651,10,441.75,156.24,A
10,651,10,441.75,156.24,A
30,325.5,15,220.88,156.2288,A
30,325.5,15,220.88,156.2288,A
30,325.5,15,220.88,156.2288,A
20,213,10,120.44,156.2144,A
30,325.34,15,220.77,156.1552,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
2,325,1,220.53,156.0128,A
1,1300,1,969.49,156.0018,A
1,650,1,418.65,155.993,A
1,650,1,418.65,155.993,A
1,650,1,418.65,155.993,A
1,650,1,441.08,155.9904,A
6,650,6,441.08,155.9904,A
2,385.99,1,293.35,155.945,A
15,425,15,228.11,155.8302,A
1,649,1,469.76,155.752,A
10,671,10,460.12,155.6656,A
3,132.3,1,71.82,155.5848,A
3,132.3,1,71.82,155.5848,A
3,132.3,1,71.82,155.5848,A
60,108,10,73.28,155.5584,A
30,324.02,15,219.87,155.5312,A
30,247.78,15,151.8,155.528,A
30,324,15,208.68,155.5152,A
30,216,10,146.58,155.4912,A
30,216,10,146.58,155.4912,A
30,335,15,229.72,155.4272,A
40,242.75,15,164.72,155.3696,A
60,161.77,15,109.77,155.3104,A
30,646.5,30,416.39,155.1598,A
5,155,1,110.71,155.024,A
30,215,10,145.89,154.8096,A
15,430,10,291.78,154.8096,A
30,645,30,437.67,154.8096,A
1,645,1,437.67,154.8096,A
30,645,30,437.67,154.8096,A
30,645,30,437.67,154.8096,A
1,645,1,437.67,154.8096,A
30,222.41,10,152.51,154.7964,A
30,222.41,10,152.51,154.7964,A
1,270,1,102.9,154.752,A
1,270,1,102.9,154.752,A
10,644.25,10,437.17,154.6196,A
10,644.25,10,437.17,154.6196,A
30,345,15,239.04,154.5504,A
11,32.57,1,17.64,154.528,A
30,321.3,15,218.03,154.2128,A
60,160.56,15,108.96,154.0992,A
30,214,10,145.21,154.0944,A
30,214,10,145.21,154.0944,A
10,42,1,23.75,154,A
4,192,1,137.09,153.8368,A
1,825,1,568.8,153.816,A
1,1262,1,989.59,153.6592,A
1,640,1,412.21,153.5922,A
1,640,1,412.21,153.5922,A
1,282,1,114.66,153.5808,A
1,662,1,430.87,153.5734,A
2,199,1,109.17,153.4592,A
2,199,1,109.17,153.4592,A
2,199,1,109.17,153.4592,A
2,199,1,109.17,153.4592,A
2,300,1,199.36,153.4336,A
2,300,1,199.36,153.4336,A
30,213,10,144.53,153.3792,A
30,213,10,144.53,153.3792,A
2,625,1,464.71,153.2844,A
2,625,1,464.71,153.2844,A
60,106.4,10,72.2,153.216,A
45,212.74,15,144.36,153.1704,A
2,330,1,226.28,153.1328,A
3,122.85,1,64.12,153.1068,A
1,764.98,1,546.41,153.0008,A
1,764.98,1,546.41,153.0008,A
2,318.61,1,230.61,152.939,A
30,318.57,15,216.17,152.9192,A
30,329.44,15,225.9,152.864,A
30,318.42,15,216.07,152.8432,A
30,208.38,15,111.84,152.8176,A
30,208.38,15,111.84,152.8176,A
30,208.38,15,111.84,152.8176,A
30,208.38,15,111.84,152.8176,A
30,208.38,15,111.84,152.8176,A
30,208.38,15,111.84,152.8176,A
1,955,1,679.83,152.8006,A
1,955,1,679.83,152.8006,A
1,955,1,679.83,152.8006,A
1,955,1,679.83,152.8006,A
1,955,1,679.83,152.8006,A
1,955,1,679.83,152.8006,A
2,228,1,128.49,152.7636,A
60,106,10,71.92,152.6976,A
10,658,10,451.2,152.656,A
2,318,1,215.78,152.6528,A
2,318,1,215.78,152.6528,A
60,105.95,10,71.9,152.532,A
60,105.95,10,71.9,152.532,A
1,427.79,1,262.2,152.48,A
1,427.79,1,262.2,152.48,A
30,211.75,10,143.69,152.4516,A
30,211.75,10,143.69,152.4516,A
1,635,1,430.89,152.4032,A
1,635,1,430.89,152.4032,A
1,635,1,430.89,152.4032,A
1,635,1,430.89,152.4032,A
1,635,1,430.89,152.4032,A
1,635,1,430.89,152.4032,A
2,317.5,1,204.5,152.38,A
60,120.45,15,73.56,152.2512,A
60,120.4,15,73.53,152.1856,A
45,211.3,15,143.38,152.1432,A
35,180.94,10,122.78,151.9924,A
3,138,1,78.03,151.8192,A
1,250,1,83.3,151.706,A
1,250,1,83.3,151.706,A
1,250,1,83.3,151.706,A
40,158,10,107.22,151.6544,A
40,158,10,107.22,151.6544,A
56,98.77,14,54.36,151.5472,A
1,625,1,422.76,151.5088,A
1,625,1,422.76,151.5088,A
1,625,1,422.76,151.5088,A
1,750,1,534.38,151.4944,A
1,750,1,534.38,151.4944,A
1,750,1,534.38,151.4944,A
1,750,1,534.38,151.4944,A
1,315,1,146.02,151.4576,A
1,315,1,146.02,151.4576,A
1,315,1,146.02,151.4576,A
1,315,1,146.02,151.4576,A
1,630.56,1,427.88,151.3344,A
1,630.56,1,427.88,151.3344,A
1,630.56,1,427.88,151.3344,A
1,630,1,405.76,151.2032,A
45,210,15,142.5,151.2,A
60,105,10,71.25,151.2,A
30,210,10,142.5,151.2,A
30,210,10,142.5,151.2,A
30,210,10,142.5,151.2,A
60,105,10,71.25,151.2,A
10,42,1,24,151.2,A
30,210,10,142.5,151.2,A
10,42,1,24,151.2,A
20,315,10,213.75,151.2,A
2,315,1,213.75,151.2,A
2,315,1,213.75,151.2,A
60,104.89,10,71.17,151.0776,A
60,104.89,10,71.17,151.0776,A
1,629,1,405.12,150.9584,A
1,629,1,405.12,150.9584,A
40,157,10,106.53,150.7456,A
40,157,10,106.53,150.7456,A
60,156.95,15,106.5,150.68,A
60,156.95,15,106.5,150.68,A
45,216.45,15,148.43,150.6252,A
10,410.8,10,232.3,150.624,A
10,410.8,10,232.3,150.624,A
6,313.5,3,212.73,150.4848,A
6,313.5,3,212.73,150.4848,A
6,313.5,3,212.73,150.4848,A
2,313.5,1,201.92,150.4688,A
30,209,10,141.83,150.4512,A
30,209,10,141.83,150.4512,A
30,209,10,141.83,150.4512,A
30,324.02,15,222.18,150.3568,A
60,161.83,15,110.97,150.1744,A
30,312.7,15,212.19,150.0944,A
1,625,1,424.11,149.9968,A
30,312.4,15,211.98,149.9648,A
30,312.4,15,211.98,149.9648,B
30,312.4,15,211.98,149.9648,B
30,312.4,15,211.98,149.9648,B
30,312.4,15,211.98,149.9648,B
50,125,10,80.52,149.932,B
5,103.1,1,65.3,149.82,B
5,103.1,1,65.3,149.82,B
4,474.05,4,289.51,149.7988,B
1,624,1,423.42,149.7696,B
1,624,1,423.42,149.7696,B
30,624,30,423.44,149.7472,B
30,312,15,211.72,149.7472,B
30,624,30,423.45,149.736,B
30,624,30,423.45,149.736,B
30,624,30,423.45,149.736,B
30,624,30,423.45,149.736,B
30,102.3,15,24.5,149.72,B
40,156,10,105.88,149.6576,B
5,297,9,25.19,149.3262222,B
20,311,10,211.03,149.2928,B
45,225,15,148.53,149.2038,B
30,207.25,10,140.64,149.1996,B
30,207.25,10,140.64,149.1996,B
30,207.25,10,140.64,149.1996,B
30,207.25,10,140.64,149.1996,B
30,207.25,10,140.64,149.1996,B
30,207,10,140.47,149.0208,B
30,207,10,140.47,149.0208,B
30,207,10,140.47,149.0208,B
30,207,10,140.47,149.0208,B
30,214,10,146.74,148.9536,B
60,155,15,105.17,148.8384,B
60,155,15,105.17,148.8384,B
60,155,15,105.17,148.8384,B
60,155,15,105.17,148.8384,B
30,99,10,44.1,148.824,B
2,310,1,210.36,148.7936,B
14,456,10,312.68,148.11776,B
40,153,20,70.56,147.9456,B
50,450,100,147,147.825,B
50,450,100,147,147.825,B
30,205.14,10,139.2,147.708,B
30,307.6,15,208.72,147.6672,B
1,731,1,555.56,147.662,B
1,338,1,181.3,147.635,B
1,338,1,181.3,147.635,B
1,338,1,181.3,147.635,B
1,338,1,181.3,147.635,B
1,338,1,181.3,147.635,B
1,338,1,181.3,147.635,B
1,338,1,181.3,147.635,B
50,123,10,83.46,147.624,B
30,205,10,139.1,147.624,B
15,615,15,396.1,147.602,B
15,615,15,396.1,147.602,B
40,205,10,150.09,147.5968,B
30,205,10,139.11,147.5904,B
30,205,10,139.11,147.5904,B
30,205,10,139.11,147.5904,B
30,205,10,139.11,147.5904,B
30,102.3,15,25.48,147.5248,B
30,102.3,15,25.48,147.5248,B
30,102.3,15,25.48,147.5248,B
30,307.3,15,208.53,147.4928,B
30,205,10,139.18,147.3552,B
30,205,10,139.18,147.3552,B
90,102.31,15,69.43,147.2904,B
90,102.25,15,69.39,147.1992,B
20,301,15,170.21,147.1530667,B
10,613.14,10,416.06,147.1528,B
8,76.5,1,51.91,146.8864,B
1,612,1,415.28,146.8864,B
1,612,1,394.17,146.8794,B
30,203.94,10,138.39,146.8296,B
30,305.86,15,207.55,146.808,B
30,203.8,10,138.29,146.7456,B
30,305.7,15,207.44,146.7344,B
1,800,1,583.34,146.6592,B
2,305.2,1,207.1,146.496,B
2,305.2,1,207.1,146.496,B
50,145,10,103.31,146.464,B
5,94.75,1,58.45,146.43,B
3,241.58,1,183.6,146.4,B
1,609,1,413.25,146.16,B
60,105,10,72,146.16,B
1,630,1,410.04,146.1528,B
1,630,1,410.04,146.1528,B
1,630,1,410.04,146.1528,B
30,157.5,10,97.16,146.0424,B
30,199,15,112.53,145.9328,B
60,152,15,103.14,145.9328,B
60,152,15,103.14,145.9328,B
30,175,10,112.91,145.6224,B
2,162.8,1,80.36,145.5936,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
2,799,1,615.56,145.2784,B
30,201.66,10,136.84,145.1976,B
30,201.66,10,136.84,145.1976,B
14,1210,28,821.08,145.1952,B
2,605,1,451.19,145.1916,B
50,121,10,82.11,145.184,B
40,151.25,10,102.64,145.1728,B
20,302.35,10,205.16,145.1416,B
40,151,10,102.46,144.9792,B
1,624,1,427.88,144.7744,B
1,624,1,427.88,144.7744,B
4,179,1,127.54,144.6208,B
30,125,10,68.57,144.6048,B
30,125,10,68.57,144.6048,B
10,601.45,10,408.13,144.3444,B
18,333.4,10,241.32,144.0252,B
30,200,10,135.71,144.0144,B
30,200,10,135.71,144.0144,B
30,200,10,128.81,144.0126,B
30,200,10,128.81,144.0126,B
30,200,10,128.81,144.0126,B
10,600,10,407.14,144.0032,B
10,600,10,407.14,144.0032,B
1,600,1,386.44,144.0008,B
1,600,1,386.44,144.0008,B
1,600,1,386.44,144.0008,B
30,300,15,203.58,143.9808,B
60,155,15,106.28,143.8656,B
60,155,15,106.28,143.8656,B
2,309.95,1,238.04,143.82,B
1,599,1,385.8,143.756,B
1,599,1,385.8,143.756,B
1,599,1,385.8,143.756,B
1,599,1,385.8,143.756,B
1,599,1,385.8,143.756,B
1,599,1,385.8,143.756,B
10,599,10,385.8,143.756,B
1,599,1,385.8,143.756,B
10,598.8,10,406.32,143.7216,B
10,598.8,10,406.32,143.7216,B
10,598.8,10,406.32,143.7216,B
30,299.1,15,202.96,143.5696,B
30,299.1,15,202.96,143.5696,B
70,85.48,10,58.01,143.5616,B
1,598.08,1,405.84,143.5392,B
1,598.08,1,405.84,143.5392,B
1,598.08,1,405.84,143.5392,B
2,299,1,192.57,143.5348,B
20,299,10,192.57,143.5348,B
20,299,10,192.57,143.5348,B
2,299,1,202.89,143.5264,B
2,299,1,202.89,143.5264,B
20,299,10,202.89,143.5264,B
2,299,1,202.89,143.5264,B
1,420,1,246.96,143.4048,B
1,420,1,246.96,143.4048,B
30,199.11,10,135.11,143.3604,B
30,298.67,15,202.67,143.3592,B
30,298.67,15,202.67,143.3592,B
1,640,1,420.9,143.338,B
1,640,1,420.9,143.338,B
105,85.29,15,57.87,143.3292,B
3,199,1,135.03,143.2992,B
1,597,1,405.11,143.2768,B
30,229,10,153.63,143.1498,B
30,229,10,153.63,143.1498,B
50,119.2,10,80.88,143.072,B
30,130.05,10,73.55,143.022,B
30,198.3,10,127.71,142.8066,B
10,595,10,383.22,142.8004,B
10,595,10,383.22,142.8004,B
10,595,10,383.22,142.8004,B
10,595,10,383.22,142.8004,B
1,595,1,403.76,142.7888,B
45,205.18,15,140.7,142.788,B
50,450,100,156.8,142.68,B
60,148.59,15,100.83,142.6416,B
2,245,1,155.08,142.6208,B
30,297,15,201.53,142.5728,B
30,297,15,201.53,142.5728,B
20,297,10,201.53,142.5728,B
30,297,15,201.53,142.5728,B
2,297,1,191.29,142.5556,B
2,297,1,191.29,142.5556,B
4,148.5,1,100.77,142.5504,B
4,148.5,1,100.77,142.5504,B
4,148.5,1,100.77,142.5504,B
4,148.5,1,100.77,142.5504,B
4,148.5,1,100.77,142.5504,B
30,198,10,134.36,142.5504,B
30,198,10,134.36,142.5504,B
30,198,10,134.36,142.5504,B
30,197.91,10,134.3,142.482,B
30,296.6,15,201.27,142.3552,B
40,222.27,15,150.82,142.2709333,B
35,195,10,130.82,142.2134,B
5,474.05,4,321.68,142.2105,B
15,592,15,401.72,142.0736,B
15,592,15,401.72,142.0736,B
150,591.73,150,401.53,142.0164,B
30,295.77,15,200.7,141.972,B
30,197,10,133.67,141.8688,B
30,197,10,133.67,141.8688,B
30,197,10,133.67,141.8688,B
30,197,10,133.67,141.8688,B
30,197,10,133.67,141.8688,B
30,197,10,133.67,141.8688,B
30,197,10,133.67,141.8688,B
30,197,10,133.67,141.8688,B
20,295.5,10,200.52,141.8352,B
2,350.9,1,266.68,141.772,B
2,350.9,1,266.68,141.772,B
2,350.9,1,266.68,141.772,B
20,295,10,200.17,141.6192,B
20,295,10,200.17,141.6192,B
1,590,1,380,141.6,B
1,590,1,380,141.6,B
10,590,10,400.36,141.5968,B
10,590,10,400.36,141.5968,B
10,590,10,400.36,141.5968,B
1,590,1,400.36,141.5968,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,700,1,498.75,141.4,B
1,250,1,103.5,141.325,B
1,250,1,103.5,141.325,B
1,250,1,103.5,141.325,B
30,294.33,15,199.72,141.2872,B
90,54,15,27.19,141.2832,B
20,456.56,15,313.08,141.2138667,B
60,147.07,15,99.8,141.176,B
1,385,1,217.71,141.1648,B
2,294,1,199.5,141.12,B
1,588,1,399,141.12,B
30,196,10,133,141.12,B
30,196,10,133,141.12,B
16,146.9,4,99.68,141.0336,B
1,587,1,398.33,140.8704,B
1,587,1,398.33,140.8704,B
1,587,1,398.33,140.8704,B
20,293.48,10,199.15,140.864,B
2,232.12,1,144.38,140.8288,B
10,384,10,217.15,140.792,B
60,146.51,15,99.42,140.6384,B
3,202,1,138.52,140.5728,B
20,292.8,10,198.68,140.5568,B
20,292.8,10,198.68,140.5568,B
10,32.57,1,17.64,140.48,B
10,32.57,1,17.64,140.48,B
30,195,10,132.32,140.4048,B
30,195,10,132.32,140.4048,B
1,585,1,396.97,140.3936,B
1,585,1,396.97,140.3936,B
1,585,1,396.97,140.3936,B
1,585,1,396.97,140.3936,B
90,65,10,44.11,140.3712,B
90,65,10,44.11,140.3712,B
30,194.8,10,132.18,140.2752,B
1,600,1,410.51,140.2288,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
30,292,15,198.14,140.1664,B
360,194.56,120,132.02,140.0928,B
20,171.1,10,90.3,139.928,B
100,58.25,10,39.53,139.764,B
100,58.25,10,39.53,139.764,B
100,58.25,10,39.53,139.764,B
30,194,10,131.64,139.6896,B
30,194,10,131.64,139.6896,B
20,290.4,10,197.06,139.3856,B
20,290.4,10,197.06,139.3856,B
30,193.5,10,131.3,139.332,B
60,96.75,10,65.65,139.332,B
26,334.85,15,227.22,139.2969067,B
1,750,1,545.28,139.2864,B
40,150,10,97.62,139.2336,B
20,290,10,196.78,139.2128,B
60,145,15,98.39,139.2128,B
30,290,15,196.78,139.2128,B
20,300,10,195.25,139.21,B
30,293.7,20,179.37,139.2084,B
30,293.7,20,179.37,139.2084,B
30,293.7,20,179.37,139.2084,B
2,300,1,205.72,139.1872,B
100,57.97,10,39.34,139.092,B
100,57.97,10,39.34,139.092,B
100,57.97,10,39.34,139.092,B
40,155,10,107.35,139.072,B
45,193.08,15,131.01,139.0464,B
4,600,10,225.4,139.0208,B
4,600,10,225.4,139.0208,B
4,600,10,225.4,139.0208,B
4,600,10,225.4,139.0208,B
5,579.2,5,393.02,139.0176,B
30,289.61,15,196.52,139.0152,B
360,193.05,120,131,138.99,B
30,193,10,130.97,138.9408,B
30,193,10,130.97,138.9408,B
10,598.8,10,410.6,138.928,B
30,146.5,10,89.48,138.8472,B
30,146.5,10,89.48,138.8472,B
30,146.5,10,89.48,138.8472,B
30,146.5,10,89.48,138.8472,B
30,299.1,15,205.09,138.7984,B
1,347,1,185.94,138.7472,B
45,192.7,15,130.76,138.7464,B
2,289,1,196.11,138.7136,B
2,289,1,196.11,138.7136,B
60,96.25,10,65.31,138.6168,B
1,715,1,488.47,138.6054,B
3,126,1,71.25,138.6,B
30,192.5,10,130.63,138.5832,B
2,100,1,27.44,138.5344,B
30,298.5,15,204.69,138.4944,B
30,298.5,15,204.69,138.4944,B
30,298.5,15,204.69,138.4944,B
30,298.5,15,204.69,138.4944,B
30,298.5,15,204.69,138.4944,B
30,298.5,15,204.69,138.4944,B
30,288.5,15,195.77,138.4752,B
45,192.2,15,130.42,138.3888,B
30,191.8,10,130.15,138.096,B
3,180,1,119.63,138.0432,B
1,575,1,390.17,138.0096,B
1,575,1,370.34,137.9988,B
1,595,1,408.1,137.928,B
1,595,1,408.1,137.928,B
1,595,1,408.1,137.928,B
1,595,1,408.1,137.928,B
1,595,1,408.1,137.928,B
1,595,1,408.1,137.928,B
6,95.7,1,64.94,137.8032,B
4,148.5,1,101.83,137.8016,B
4,148.5,1,101.83,137.8016,B
20,287,10,194.75,137.76,B
30,255,10,186.7,137.688,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
1,573.52,1,415.12,137.644,B
40,215,15,145.89,137.6085333,B
10,573,10,388.83,137.5104,B
1,375,1,201.27,137.5014,B
1,375,1,201.27,137.5014,B
1,375,1,201.27,137.5014,B
1,375,1,201.27,137.5014,B
30,190.85,10,129.5,137.43,B
1,680,1,484.5,137.36,B
40,143,10,97.03,137.3056,B
1,572,1,388.14,137.2832,B
1,572,1,388.14,137.2832,B
50,343,30,232.75,137.2,B
1,434,1,265.05,137.144,B
30,144.59,10,88.3,137.082,B
30,144.59,10,88.3,137.082,B
1,571,1,367.76,137.0432,B
1,571,1,367.76,137.0432,B
15,571,15,413.3,137.035,B
60,285.25,30,193.56,136.9256,B
30,190,10,128.92,136.8288,B
30,190,10,122.37,136.8102,B
30,190,10,122.37,136.8102,B
30,190,10,122.37,136.8102,B
30,190,10,122.37,136.8102,B
3,190,1,122.37,136.8102,B
30,190,10,122.37,136.8102,B
30,190,10,122.37,136.8102,B
30,285,15,193.39,136.8064,B
1,570,1,367.12,136.7984,B
1,570,1,367.13,136.7866,B
4,285,2,193.4,136.784,B
30,285,15,193.4,136.784,B
4,142.5,1,96.7,136.784,B
4,142.5,1,96.7,136.784,B
4,142.5,1,96.7,136.784,B
4,285,2,193.4,136.784,B
30,190,10,122.38,136.7748,B
60,95,10,64.47,136.7616,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
30,569.3,30,386.31,136.6328,B
50,575,100,269.5,136.58,B
15,379,10,257.17,136.4544,B
30,568.5,30,385.77,136.4376,B
30,224.85,15,139.86,136.4136,B
30,215.82,15,131.81,136.3856,B
20,110,10,35.43,136.3852,B
4,54.95,1,18.62,136.3824,B
2,284.03,1,192.74,136.3224,B
2,284.03,1,192.74,136.3224,B
30,284,15,192.72,136.3072,B
16,36.72,1,25.18,136.2944,B
30,283.85,15,192.61,136.2536,B
15,567,15,384.75,136.08,B
15,567,15,384.75,136.08,B
15,567,15,384.75,136.08,B
20,283,10,192.03,135.8528,B
